,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA,ASSUNTO_PETICAO,EXPEDIENTE_PETICAO,VERSAO
166,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",KIOLA INDUSTRIA E COMERCIO LTDA,3.01086-1,TinoFood DPA,5351.009494/2022-52,3.1086.0031.007-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,. + FRASCO DE PLASTICO OPACO SPRAY + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
167,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",KIOLA INDUSTRIA E COMERCIO LTDA,3.01086-1,TinoFood DPA,5351.009494/2022-52,3.1086.0031.008-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,. + FRASCO PLÁSTICO OPACO COM GATILHO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
168,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",KIOLA INDUSTRIA E COMERCIO LTDA,3.01086-1,TinoFood DPA,5351.009494/2022-52,3.1086.0031.009-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,. + TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
169,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",KIOLA INDUSTRIA E COMERCIO LTDA,3.01086-1,TinoFood DPA,5351.009494/2022-52,3.1086.0031.010-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,. + TAMBOR PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
170,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",LABORATORIO ANEMIOTONICO LTDA,3.09992-0,ÁLCOOL 70°,5351.843531/2021-73,3.9992.0002.001-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
171,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",LIMA & PERGHER INDÚSTRIA E COMÉRCIO S/A,3.01282-6,STARBAC,5351.697222/2008-48,3.1282.0318.005-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2029,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,331 REG. SANEANTES - Nova versão de Produto,4343228/21-5,BLUE
172,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",LIMA & PERGHER INDÚSTRIA E COMÉRCIO S/A,3.01282-6,STARBAC,5351.697222/2008-48,3.1282.0318.006-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2029,BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,24 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,331 REG. SANEANTES - Nova versão de Produto,4343228/21-5,BLUE
173,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",LIMA & PERGHER INDÚSTRIA E COMÉRCIO S/A,3.01282-6,STARBAC,5351.697222/2008-48,3.1282.0318.007-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2029,BOMBONA PLASTICA OPACA + ACONDICIONAMENTO NAO PREVISTO NA TABELA,24 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,331 REG. SANEANTES - Nova versão de Produto,4343228/21-5,BLUE
174,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",LIMA & PERGHER INDÚSTRIA E COMÉRCIO S/A,3.01282-6,STARBAC,5351.697222/2008-48,3.1282.0318.008-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2029,SACO PLASTICO + TAMBOR METALICO,24 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,331 REG. SANEANTES - Nova versão de Produto,4343228/21-5,BLUE
175,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",L.M. INDÚSTRI,3.01540-7,DESINFETANTE CONCENTRADO POLITRIZ,5351.176497/2018-14,3.1540.0031.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4666498/21-4,ALFAZEMA
176,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",L.M. INDÚSTRI,3.01540-7,DESINFETANTE CONCENTRADO POLITRIZ,5351.176497/2018-14,3.1540.0031.002-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4666498/21-4,LAVANDA
177,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",L.M. INDÚSTRI,3.01540-7,DESINFETANTE CONCENTRADO POLITRIZ,5351.176497/2018-14,3.1540.0031.003-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4666498/21-4,CITRUS
178,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",L.M. INDÚSTRI,3.01540-7,DESINFETANTE CONCENTRADO POLITRIZ,5351.176497/2018-14,3.1540.0031.004-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4666498/21-4,MARINE
179,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",L.M. INDÚSTRI,3.01540-7,DESINFETANTE CONCENTRADO POLITRIZ,5351.176497/2018-14,3.1540.0031.005-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4666498/21-4,JASMIM
180,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",L.M. INDÚSTRI,3.01540-7,DESINFETANTE CONCENTRADO POLITRIZ,5351.176497/2018-14,3.1540.0031.006-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4666498/21-4,FLORAL
181,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",L.M. INDÚSTRI,3.01540-7,DESINFETANTE CONCENTRADO POLITRIZ,5351.176497/2018-14,3.1540.0031.007-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4666498/21-4,EUCALIPTO
182,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",L.M. INDÚSTRI,3.01540-7,DESINFETANTE CONCENTRADO POLITRIZ,5351.176497/2018-14,3.1540.0031.008-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4666498/21-4,ORQUÍDEA
183,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",L.M. INDÚSTRI,3.01540-7,DESINFETANTE CONCENTRADO POLITRIZ,5351.176497/2018-14,3.1540.0031.009-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4666498/21-4,HERBAL
184,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",LPL INDUSTRIA E COMERCIO DE SANEANTES EIRELI,3.05775-5,POWER PLUS HC,5351.519280/2020-28,3.5775.0010.001-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,08/2030,FRASCO DE PLASTICO OPACO COM VALVULA DOSADORA + FILME PLASTICO,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,330 REG. SANEANTES - Modificação de Fórmula de Produto,0132008/22-4,1
185,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",LPL INDUSTRIA E COMERCIO DE SANEANTES EIRELI,3.05775-5,POWER PLUS HC,5351.519280/2020-28,3.5775.0010.002-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,08/2030,FRASCO DE PLASTICO OPACO + FILME PLASTICO,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,330 REG. SANEANTES - Modificação de Fórmula de Produto,0132008/22-4,1
186,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.02747-0,TECH AL NITRIC,5351.004359/2022-11,3.2747.0186.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,ÚNICA + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3203018 DETERGENTE PROFISSIONAL DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
187,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.02747-0,TECH AL NITRIC,5351.004359/2022-11,3.2747.0186.002-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,ÚNICA + BOMBONA PLASTICA OPACA + ACONDICIONAMENTO NAO PREVISTO NA TABELA,24 Meses,3203018 DETERGENTE PROFISSIONAL DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
188,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.02747-0,DETERFAST GRILL PLUS,5351.408936/2021-69,3.2747.0185.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3222030 DESINCRUSTANTE ALCALINO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
189,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.02747-0,DETERFAST GRILL PLUS,5351.408936/2021-69,3.2747.0185.002-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA OPACA,24 Meses,3222030 DESINCRUSTANTE ALCALINO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
190,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MULTQUÍMICA PRODUTOS QUÍMICOS LTDA,3.02599-9,MULT ORGANIC P SP,5351.787471/2010-08,3.2599.0141.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2026,FRASCO,24 Ano(s),3222030 DESINCRUSTANTE ALCALINO,330 REG. SANEANTES - Modificação de Fórmula de Produto,4754187/21-1,None
191,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MULTQUÍMICA PRODUTOS QUÍMICOS LTDA,3.02599-9,MULT ORGANIC P SP,5351.787471/2010-08,3.2599.0141.002-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2026,BOMBONA PLASTICA,24 Ano(s),3222030 DESINCRUSTANTE ALCALINO,330 REG. SANEANTES - Modificação de Fórmula de Produto,4754187/21-1,None
192,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUNDO INDUSTRIAL LTDA,3.07770-0,DESINFETANTE BARBOSA,5351.212886/2021-16,3.7770.0006.001-0,PRODUTO DE VENDA LIVRE,01/2032,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,FLORAL
193,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUNDO INDUSTRIAL LTDA,3.07770-0,DESINFETANTE BARBOSA,5351.212886/2021-16,3.7770.0006.002-9,PRODUTO DE VENDA LIVRE,01/2032,GALAO PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,FLORAL
194,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUNDO INDUSTRIAL LTDA,3.07770-0,DESINFETANTE BARBOSA,5351.212886/2021-16,3.7770.0006.003-7,PRODUTO DE VENDA LIVRE,01/2032,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,PINHO
195,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUNDO INDUSTRIAL LTDA,3.07770-0,DESINFETANTE BARBOSA,5351.212886/2021-16,3.7770.0006.004-5,PRODUTO DE VENDA LIVRE,01/2032,GALAO PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,PINHO
196,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUNDO INDUSTRIAL LTDA,3.07770-0,DESINFETANTE BARBOSA,5351.212886/2021-16,3.7770.0006.005-3,PRODUTO DE VENDA LIVRE,01/2032,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,LAVANDA
197,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUNDO INDUSTRIAL LTDA,3.07770-0,DESINFETANTE BARBOSA,5351.212886/2021-16,3.7770.0006.006-1,PRODUTO DE VENDA LIVRE,01/2032,GALAO PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,LAVANDA
198,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUNDO INDUSTRIAL LTDA,3.07770-0,DESINFETANTE BARBOSA,5351.212886/2021-16,3.7770.0006.007-1,PRODUTO DE VENDA LIVRE,01/2032,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,EUCALIPTO
199,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUNDO INDUSTRIAL LTDA,3.07770-0,DESINFETANTE BARBOSA,5351.212886/2021-16,3.7770.0006.008-8,PRODUTO DE VENDA LIVRE,01/2032,GALAO PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,EUCALIPTO
200,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUSTANG PLURON QUÍMICA LTDA,3.00546-2,MUSTANG SOLUMAX DR8,5351.457026/2013-86,3.0546.3130.001-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,11/2028,TAMBOR METALICO,18 Meses,3103084 DESENGRAXANTE,389 REG. SANEANTES - Alteração de Rotulagem de Produto,7643121/21-4,None
201,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUSTANG PLURON QUÍMICA LTDA,3.00546-2,MUSTANG SOLUMAX DR8,5351.457026/2013-86,3.0546.3130.002-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,11/2028,BOMBONA PLASTICA,18 Meses,3103084 DESENGRAXANTE,389 REG. SANEANTES - Alteração de Rotulagem de Produto,7643121/21-4,None
202,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",MUSTANG PLURON QUÍMICA LTDA,3.00546-2,MUSTANG SOLUMAX DR8,5351.457026/2013-86,3.0546.3130.003-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,11/2028,GALAO PLASTICO + CAIXA DE PAPELAO,18 Meses,3103084 DESENGRAXANTE,389 REG. SANEANTES - Alteração de Rotulagem de Produto,7643121/21-4,None
203,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",NOORDHEN BRASIL INDUSTRIA E COMERCIO LTDA ME,3.02143-2,PRATIC POWER CL,5351.708910/2015-09,3.2143.0011.001-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2026,BOMBONA PLASTICA + CAIXA DE PAPELAO,6 Meses,3207031 DETERGENTE PARA LAVAR LOUÇAS,392 REG. SANEANTES - Novo Prazo de Validade de Produto,4807928/21-0,None
204,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",NOORDHEN BRASIL INDUSTRIA E COMERCIO LTDA ME,3.02143-2,PRATIC POWER CL,5351.708910/2015-09,3.2143.0011.002-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2026,BOMBONA PLASTICA,6 Meses,3207031 DETERGENTE PARA LAVAR LOUÇAS,392 REG. SANEANTES - Novo Prazo de Validade de Produto,4807928/21-0,None
205,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",NOSSA SENHORA DE FÁTIMA INDÚSTRIA E COMÉRCIO DE EMBALAGENS LTDA,3.02060-5,Desinfetante Castelar Vinabio,5351.005435/2022-13,3.2060.0007.001-5,PRODUTO DE VENDA LIVRE,01/2032,Lavanda + FRASCO + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
206,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Oleak Indústria e Comércio Ltda,3.01003-2,HIGINDOOR DETERGENTE DESINFETANTE DESINCRUSTANTE,5351.134975/2020-33,3.1003.0128.001-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,04/2031,BOMBONA PLASTICA OPACA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,5058844/21-4,None
207,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",OLIVEIRA & EULÁLIO PRODUTOS DE LIMPEZA LTDA,3.03320-0,Água Sanitária Solimp,5351.007194/2022-39,3.3320.0003.001-9,PRODUTO DE VENDA LIVRE,01/2032,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
208,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",OLIVEIRA & EULÁLIO PRODUTOS DE LIMPEZA LTDA,3.03320-0,Água Sanitária Solimp,5351.007194/2022-39,3.3320.0003.002-7,PRODUTO DE VENDA LIVRE,01/2032,BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
209,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",PC INDUSTRIA COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.05945-2,DESINFETANTE BRIZZ,5351.577701/2016-05,3.5945.0006.004-1,PRODUTO DE VENDA LIVRE,01/2032,FRASCO PLÁSTICO TRANSPARENTE + FILME PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4401985/21-4,IGUATEMI
210,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",PC INDUSTRIA COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.05945-2,DESINFETANTE BRIZZ,5351.577701/2016-05,3.5945.0006.005-1,PRODUTO DE VENDA LIVRE,01/2032,FRASCO PLÁSTICO TRANSPARENTE + FILME PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,3782 REG. SANEANTES - Retificação de Publicação de Registro,4401985/21-4,LAVANDA
211,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",PIRISA PIRETRO INDUSTRIAL LTDA,3.00262-0,PIRINSET,5000.009349/96-62,3.0262.0021.001-7,PRODUTO DE VENDA LIVRE,06/2026,ENVELOPE DE ALUMINIO,3 Ano(s),3208011 REPELENTE,392 REG. SANEANTES - Novo Prazo de Validade de Produto,4938138/21-2,None
212,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",PIRISA PIRETRO INDUSTRIAL LTDA,3.00262-0,PIRINSET,5000.009349/96-62,3.0262.0021.002-5,PRODUTO DE VENDA LIVRE,06/2026,APARELHO + REFIL,3 Ano(s),3208011 REPELENTE,392 REG. SANEANTES - Novo Prazo de Validade de Produto,4938138/21-2,None
213,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",PIRISA PIRETRO INDUSTRIAL LTDA,3.00262-0,PIRINSET,5000.009349/96-62,3.0262.0021.003-3,PRODUTO DE VENDA LIVRE,06/2026,ENVELOPE DE ALUMÍNIO + CAIXA DE PAPELAO,3 Ano(s),3208011 REPELENTE,392 REG. SANEANTES - Novo Prazo de Validade de Produto,4938138/21-2,None
214,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",PIRISA PIRETRO INDUSTRIAL LTDA,3.00262-0,SET INSET,5351.570897/2007-60,3.0262.0042.001-1,PRODUTO DE VENDA LIVRE,01/2028,FILME DE POLIESTER METALIZADO,3 Ano(s),3208011 REPELENTE,392 REG. SANEANTES - Novo Prazo de Validade de Produto,7221170/21-5,None
215,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",PRODUTOS QUIMICOS ORION S/A,3.04882-8,DESINFETANTE PINHO ALPES,5351.345579/2017-81,3.4882.0006.008-8,PRODUTO DE VENDA LIVRE,09/2027,FRASCO PET 2L + CAIXA DE PAPELÃO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,332 REG. SANEANTES - Nova Embalagem de Produto,4711447/21-1,EUCALIPTO
216,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",QUIMICA LOURENCI - EIRELI,3.08368-9,ÁGUA SANITÁRIA FOUR LINE,5351.778924/2021-07,3.8368.0009.001-0,PRODUTO DE VENDA LIVRE,01/2032,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
217,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",QUIMICA LOURENCI - EIRELI,3.08368-9,ÁGUA SANITÁRIA FOUR LINE,5351.778924/2021-07,3.8368.0009.002-9,PRODUTO DE VENDA LIVRE,01/2032,BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
218,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q CLOR OXI PLUS,5351.808434/2021-34,3.3144.0022.001-1,PRODUTO DE VENDA LIVRE,05/2031,. + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3205045 DESINFETANTE PARA PISCINAS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4806660/21-3,None
219,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q CLOR OXI PLUS,5351.808434/2021-34,3.3144.0022.002-1,PRODUTO DE VENDA LIVRE,05/2031,. + BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205045 DESINFETANTE PARA PISCINAS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4806660/21-3,None
220,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q CLOR OXI PLUS,5351.808434/2021-34,3.3144.0022.003-8,PRODUTO DE VENDA LIVRE,05/2031,. + BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205045 DESINFETANTE PARA PISCINAS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4806660/21-3,None
221,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q CLOR ULTRA CLEAN,5351.877783/2020-15,3.3144.0020.001-0,PRODUTO DE VENDA LIVRE,11/2030,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3205045 DESINFETANTE PARA PISCINAS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4551445/21-3,1
222,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q CLOR ULTRA CLEAN,5351.877783/2020-15,3.3144.0020.002-9,PRODUTO DE VENDA LIVRE,11/2030,BALDE PLASTICO + CAIXA DE PAPELAO,24 Meses,3205045 DESINFETANTE PARA PISCINAS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4551445/21-3,1
